day,cov_name,space_size,lr,sigma,range_lat,range_lon,range_time,advec_lat,advec_lon,nugget,loss,time,rmsre
2024-07-01,DW_0,18126.0,0.1,12.3857,0.1833,0.202,0.9809,0.0565,-0.1689,1.1704,2.605,0.0,1.421
2024-07-01,DW_1,18126.0,0.1,12.9608,0.204,0.2217,1.1279,0.0398,-0.1706,1.3355,2.676,0.0,1.6718
2024-07-01,DW_2,18126.0,0.1,12.725,0.204,0.2191,1.1108,0.0378,-0.1774,1.246,2.423,0.0,1.5356
2024-07-01,DW_3,18126.0,0.1,11.6548,0.1798,0.1952,1.0136,0.0517,-0.1694,1.2513,2.553,0.0,1.5411
2024-07-01,DW_0,18126.0,0.1,12.1845,0.1863,0.2011,1.0385,0.0393,-0.1783,1.2626,2.658,0.0,1.5568
2024-07-01,DW_1,18126.0,0.1,11.7133,0.1786,0.1924,1.02,0.0462,-0.1703,1.2395,2.604,0.0,1.5209
2024-07-01,DW_2,18126.0,0.1,11.6592,0.1766,0.1926,1.0219,0.0485,-0.1675,1.2425,2.613,0.0,1.5261
2024-07-01,DW_3,18126.0,0.1,12.7864,0.1947,0.2106,1.167,0.0378,-0.1695,1.2686,2.699,0.0,1.5685
2024-07-01,DW_4,18126.0,0.1,12.1464,0.1912,0.2064,1.0675,0.0442,-0.1579,1.3043,2.594,0.0,1.6213
2024-07-01,DW_5,18126.0,0.1,12.5697,0.1931,0.2073,1.1702,0.0551,-0.1792,1.3128,2.751,0.0,1.6396
2024-07-01,DW_6,18126.0,0.1,12.9538,0.2012,0.2163,1.1571,0.032,-0.1575,1.2329,2.553,0.0,1.5177
2024-07-01,DW_7,18126.0,0.1,11.6552,0.1758,0.191,1.0014,0.0448,-0.1817,1.2005,2.562,0.0,1.4612
2024-07-01,DW_8,18126.0,0.1,12.6616,0.1984,0.2135,1.1127,0.0407,-0.1711,1.298,2.631,0.0,1.6131
2024-07-01,DW_9,18126.0,0.1,11.9021,0.1922,0.2138,1.1621,0.0458,-0.1715,1.3692,2.517,0.0,1.7219
2024-07-01,DW_10,18126.0,0.1,12.6719,0.1937,0.2167,1.1658,0.0471,-0.179,1.3644,2.792,0.0,1.7151
2024-07-01,DW_11,18126.0,0.1,13.7051,0.2123,0.2319,1.2338,0.054,-0.1658,1.2858,2.663,0.0,1.6039
2024-07-01,DW_12,18126.0,0.1,12.8564,0.2034,0.2222,1.1751,0.0414,-0.169,1.3722,2.702,0.0,1.7282
2024-07-01,DW_13,18126.0,0.1,12.6535,0.1897,0.2043,1.126,0.0526,-0.1683,1.2316,2.711,0.0,1.5131
2024-07-01,DW_14,18126.0,0.1,12.1622,0.1867,0.2004,1.0345,0.0479,-0.1781,1.2454,2.616,0.0,1.5313
2024-07-01,DW_15,18126.0,0.1,12.5668,0.1906,0.2052,1.1167,0.0289,-0.1698,1.2319,2.651,0.0,1.5151
2024-07-01,DW_16,18126.0,0.1,12.2016,0.1964,0.21,1.1219,0.0375,-0.1955,1.2914,2.482,0.0,1.6043
2024-07-01,DW_17,18126.0,0.1,12.352,0.1913,0.2093,1.0851,0.0464,-0.1731,1.2893,2.622,0.0,1.5988
2024-07-01,DW_18,18126.0,0.1,12.8715,0.2049,0.2198,1.0934,0.0577,-0.1703,1.3112,2.601,0.0,1.6404
2024-07-01,DW_19,18126.0,0.1,12.6152,0.2027,0.2159,1.1354,0.0366,-0.1752,1.2838,2.499,0.0,1.5932
2024-07-01,DW_20,18126.0,0.1,12.1989,0.1866,0.2078,1.135,0.0275,-0.1769,1.2689,2.59,0.0,1.5726
2024-07-01,DW_21,18126.0,0.1,11.6114,0.1836,0.1978,1.0849,0.0493,-0.1638,1.2452,2.427,0.0,1.5315
2024-07-01,DW_22,18126.0,0.1,11.6739,0.1797,0.1934,1.0057,0.0389,-0.1749,1.2736,2.629,0.0,1.573
2024-07-01,DW_23,18126.0,0.1,12.7109,0.1996,0.2172,1.1427,0.0413,-0.1718,1.3325,2.665,0.0,1.6663
2024-07-01,DW_24,18126.0,0.1,11.9814,0.1868,0.2025,1.0355,0.0463,-0.1684,1.3209,2.66,0.0,1.6462
2024-07-01,DW_25,18126.0,0.1,11.8141,0.1828,0.1991,1.0475,0.0412,-0.1595,1.2749,2.583,0.0,1.5752
2024-07-01,DW_26,18126.0,0.1,12.425,0.1917,0.2067,1.1223,0.033,-0.1776,1.2493,2.593,0.0,1.5397
2024-07-01,DW_27,18126.0,0.1,12.0808,0.1887,0.2102,1.0563,0.0293,-0.164,1.3027,2.559,0.0,1.6223
2024-07-01,DW_28,18126.0,0.1,11.728,0.1833,0.192,1.0309,0.047,-0.1608,1.2361,2.537,0.0,1.5165
2024-07-01,DW_29,18126.0,0.1,12.027,0.1854,0.1995,1.0692,0.0438,-0.1795,1.2515,2.591,0.0,1.5398
2024-07-01,DW_30,18126.0,0.1,12.1257,0.1857,0.2047,1.044,0.0455,-0.1802,1.2751,2.627,0.0,1.5761
2024-07-01,DW_31,18126.0,0.1,12.7837,0.2059,0.2269,1.1343,0.0391,-0.1616,1.3917,2.638,0.0,1.7584
2024-07-01,DW_32,18126.0,0.1,12.5146,0.1855,0.2004,1.0729,0.042,-0.1415,1.1572,2.607,0.0,1.3967
2024-07-01,DW_33,18126.0,0.1,12.2128,0.1813,0.194,1.0802,0.0402,-0.1711,1.201,2.694,0.0,1.4619
2024-07-01,DW_34,18126.0,0.1,11.2232,0.181,0.1897,0.9952,0.0445,-0.1653,1.2974,2.485,0.0,1.6098
2024-07-01,DW_35,18126.0,0.1,11.684,0.1805,0.1929,1.0289,0.0426,-0.1695,1.2353,2.548,0.0,1.5143
2024-07-01,DW_36,18126.0,0.1,12.8804,0.2069,0.2213,1.0876,0.0342,-0.154,1.3257,2.59,0.0,1.6587
2024-07-01,DW_37,18126.0,0.1,12.0976,0.1877,0.2026,1.0506,0.0375,-0.1832,1.2896,2.635,0.0,1.5988
2024-07-01,DW_38,18126.0,0.1,11.7142,0.1813,0.1945,1.0284,0.0451,-0.1815,1.2586,2.579,0.0,1.5505
2024-07-01,DW_39,18126.0,0.1,12.729,0.1907,0.2064,1.0871,0.0564,-0.1576,1.216,2.681,0.0,1.4919
2024-07-01,DW_40,18126.0,0.1,12.8257,0.1925,0.2084,1.1744,0.0486,-0.1766,1.2238,2.682,0.0,1.5007
2024-07-01,DW_41,18126.0,0.1,11.2359,0.1649,0.18,0.9456,0.034,-0.1676,1.1655,2.594,0.0,1.409
2024-07-01,DW_42,18126.0,0.1,12.0239,0.1755,0.1908,1.0506,0.0362,-0.1733,1.153,2.642,0.0,1.3889
2024-07-01,DW_43,18126.0,0.1,11.596,0.1814,0.1915,1.0625,0.0556,-0.181,1.2355,2.505,0.0,1.52
